assessment_question_id,assessment_pattern_id,assessment_pattern_type_id,assessment_pattern_value,assessment_pattern_max,assessment_pattern_min,assessment_pattern_include_min,assessment_pattern_include_max,assessment_pattern_feedback,assessment_pattern_correct
"ylNJNfroEeS0cCIAC7Rnzg@1","0.2766641390044242",2,"7.5166",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"ylNJNfroEeS0cCIAC7Rnzg@1","0.2766641390044242",2,"7.5166",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"JEkAr_onEeSzJCIAC1WcbA@2","0.2703734142705798",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"JEkAr_onEeSzJCIAC1WcbA@2","0.2703734142705798",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"gfb6MfooEeS-9SIAC5MRXA@2","0.03078442462719977",2,"2.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"Yd4CqvriEeS5PyIAC5XEoQ@3","0.08960786904208362",2,"5.1478",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"Yd4CqvriEeS5PyIAC5XEoQ@3","0.08960786904208362",2,"5.1478",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"27yu_wCOEeW_1CIAC12QvQ@1","0.6073643730487674",2,"24.4949",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"Yd4CqvriEeS5PyIAC5XEoQ@2","0.08960786904208362",2,"5.1478",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"27yvAgCOEeW_1CIAC12QvQ@1","0.3090715410653502",2,"20.6155",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"vOQq6friEeSvXiIAC3kTew@2","0.4979782458394766",2,"5.831",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"vOQq6friEeSvXiIAC3kTew@2","0.4979782458394766",2,"5.831",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"ylOXXfroEeS0cCIAC7Rnzg@2","0.3007107663433999",2,"5.3852",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"gfbTH_ooEeS-9SIAC5MRXA@1","0.9237225311808288",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"gfbTH_ooEeS-9SIAC5MRXA@1","0.9237225311808288",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"gfbTH_ooEeS-9SIAC5MRXA@1","0.9237225311808288",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"vOQq6friEeSvXiIAC3kTew@1","0.4979782458394766",2,"5.831",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"gfbTH_ooEeS-9SIAC5MRXA@2","0.9237225311808288",2,"3.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"ylNwSfroEeS0cCIAC7Rnzg@1","0.6068216594867408",2,"5.5227",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"ylNwSfroEeS0cCIAC7Rnzg@1","0.6068216594867408",2,"5.5227",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"Yd4CqvriEeS5PyIAC5XEoQ@1","0.08960786904208362",2,"5.1478",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"L-Ol9f7IEeSevSIACxcNKw@2","0.10952829592861235",2,"11.1803",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"ylOXXfroEeS0cCIAC7Rnzg@1","0.3007107663433999",2,"0.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>5.3852</text></co-content>\"}}",t
"27yvBACOEeW_1CIAC12QvQ@1","0.6138240760192275",2,"12.2474",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}",t
"gfb6MfooEeS-9SIAC5MRXA@1","0.03078442462719977",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"gfb6MfooEeS-9SIAC5MRXA@1","0.03078442462719977",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"gfb6MfooEeS-9SIAC5MRXA@1","0.03078442462719977",2,"1.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"ylNwS_roEeS0cCIAC7Rnzg@1","0.08888185606338084",2,"5.3852",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"ylNwS_roEeS0cCIAC7Rnzg@1","0.08888185606338084",2,"5.3852",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"JEkAr_onEeSzJCIAC1WcbA@4","0.2703734142705798",2,"2.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"JEkAr_onEeSzJCIAC1WcbA@3","0.2703734142705798",2,"2.0",0,0,f,f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
